Port Number,Service Name,Transport Protocol,Description,Source,System Type
5755,openmailg,"tcp, udp",OpenMail Desk Gateway server,IANA,IT
5757,x500ms,"tcp, udp",OpenMail X.500 Directory Server,IANA,IT
5766,openmailns,"tcp, udp",OpenMail NewMail Server,IANA,IT
5767,s-openmail,"tcp, udp",OpenMail Suer Agent Layer (Secure),IANA,IT
5768,openmailpxy,"tcp, udp",OpenMail CMTS Server,IANA,IT
5769,spramsca,"tcp, udp",x509solutions Internal CA,IANA,IT
5770,spramsd,"tcp, udp",x509solutions Secure Data,IANA,IT
5771,netagent,"tcp, udp",NetAgent,IANA,IT
5777,starfield-io,"tcp, udp",Control commands and responses,IANA,IT
5780,vts-rpc,"tcp, udp",Visual Tag System RPC,IANA,IT
5781,3par-evts,"tcp, udp",3PAR Event Reporting Service,IANA,IT
5782,3par-mgmt,"tcp, udp",3PAR Management Service,IANA,IT
5783,3par-mgmt-ssl,"tcp, udp",3PAR Management Service with SSL,IANA,IT
5784,ibar,"tcp, udp",Cisco Interbox Application Redundancy,IANA,IT
5785,3par-rcopy,"tcp, udp",3PAR Inform Remote Copy,IANA,IT
5786,cisco-redu,"tcp, udp",redundancy notification,IANA,IT
5787,waascluster,"tcp, udp",Cisco WAAS Cluster Protocol,IANA,IT
5793,xtreamx,"tcp, udp",XtreamX Supervised Peer message,IANA,IT
5794,spdp,"tcp, udp",Simple Peered Discovery Protocol,IANA,IT
5798,enlabel-dpl,"tcp, udp",Proprietary Website deployment service,IANA,IT
5813,icmpd,"tcp, udp",ICMPD,IANA,IT
5814,spt-automation,"tcp, udp",Support Automation,IANA,IT
5820,autopassdaemon,"tcp, udp",AutoPass licensing,IANA,IT
5841,shiprush-d-ch,"tcp, udp",Z-firm ShipRush interface for web access and bidirectional data,IANA,IT
5842,reversion,"tcp, udp",Reversion Backup/Restore,IANA,IT
5859,wherehoo,"tcp, udp",WHEREHOO,IANA,IT
5863,ppsuitemsg,"tcp, udp",PlanetPress Suite Messeng,IANA,IT
5868,diameters,"sctp, tcp, udp","Diameter over TLS/TCP, Diameter over DTLS/SCTP",IANA,IT
5883,jute,tcp,Javascript Unit Test Environment,IANA,IT
5900,rfb,"tcp, udp",Remote Framebuffer,IANA,IT
5903,ff-ice,"sctp, tcp, udp",Flight & Flow Info for Collaborative Env,IANA,IT
5904,ag-swim,"sctp, tcp, udp",Air-Ground SWIM,IANA,IT
5905,asmgcs,"sctp, tcp, udp",Adv Surface Mvmnt and Guidance Cont Sys,IANA,IT
5906,rpas-c2,"sctp, tcp, udp",Remotely Piloted Vehicle C&C,IANA,IT
5907,dsd,"sctp, tcp, udp",Distress and Safety Data App,IANA,IT
5908,ipsma,"sctp, tcp, udp",IPS Management Application,IANA,IT
5909,agma,"sctp, tcp, udp",Air-ground media advisory,IANA,IT
5910,"ats-atn, cm","sctp, tcp, udp","Air Traffic Services applications using ATN, Context Management",IANA,IT
5911,"ats-acars, cpdlc","sctp, tcp, udp","Air Traffic Services applications using ACARS, Controller Pilot Data Link Communication",IANA,IT
5912,"ais-met, fis","sctp, tcp, udp","Flight Information Services, Aeronautical Information Service/Meteorological applications using ACARS",IANA,IT
5913,"aoc-acars, ads-c","sctp, tcp, udp","Automatic Dependent Surveillance, Airline operational communications applications using ACARS",IANA,IT
5914,ipsdtls,"sctp, tcp, udp",Security for Internet Protocol Suite,IANA,IT
5963,indy,"tcp, udp",Indy Application Server,IANA,IT
5968,mppolicy-v5,"tcp, udp",mppolicy-v5,IANA,IT
5969,mppolicy-mgr,"tcp, udp",mppolicy-mgr,IANA,IT
5984,couchdb,"tcp, udp",CouchDB,IANA,IT
5985,wsman,"tcp, udp",WBEM WS-Management HTTP,IANA,IT
5986,wsmans,"tcp, udp",WBEM WS-Management HTTP over TLS/SSL,IANA,IT
5987,wbem-rmi,"tcp, udp",WBEM RMI,IANA,IT
5988,wbem-http,"tcp, udp",WBEM CIM-XML (HTTP),IANA,IT
5989,wbem-https,"tcp, udp",WBEM CIM-XML (HTTPS),IANA,IT
5990,wbem-exp-https,"tcp, udp",WBEM Export HTTPS,IANA,IT
5991,nuxsl,"tcp, udp",NUXSL,IANA,IT
5992,consul-insight,"tcp, udp",Consul InSight Security,IANA,IT
5993,cim-rs,"tcp, udp",DMTF WBEM CIM REST,IANA,IT
5994,rms-agent,"tcp, udp",RMS Agent Listening Service,IANA,IT
5999,cvsup,"tcp, udp",CVSup,IANA,IT
6000,x11,"tcp, udp",X Window System,IANA,IT
6001,x11,"tcp, udp",X Window System,IANA,IT
6002,x11,"tcp, udp",X Window System,IANA,IT
6003,x11,"tcp, udp",X Window System,IANA,IT
6004,x11,"tcp, udp",X Window System,IANA,IT
6005,x11,"tcp, udp",X Window System,IANA,IT
6006,x11,"tcp, udp",X Window System,IANA,IT
6007,x11,"tcp, udp",X Window System,IANA,IT
6008,x11,"tcp, udp",X Window System,IANA,IT
6009,x11,"tcp, udp",X Window System,IANA,IT
6010,x11,"tcp, udp",X Window System,IANA,IT
6011,x11,"tcp, udp",X Window System,IANA,IT
6012,x11,"tcp, udp",X Window System,IANA,IT
6013,x11,"tcp, udp",X Window System,IANA,IT
6014,x11,"tcp, udp",X Window System,IANA,IT
6015,x11,"tcp, udp",X Window System,IANA,IT
6016,x11,"tcp, udp",X Window System,IANA,IT
6017,x11,"tcp, udp",X Window System,IANA,IT
6018,x11,"tcp, udp",X Window System,IANA,IT
6019,x11,"tcp, udp",X Window System,IANA,IT
6020,x11,"tcp, udp",X Window System,IANA,IT
6021,x11,"tcp, udp",X Window System,IANA,IT
6022,x11,"tcp, udp",X Window System,IANA,IT
6023,x11,"tcp, udp",X Window System,IANA,IT
6024,x11,"tcp, udp",X Window System,IANA,IT
6025,x11,"tcp, udp",X Window System,IANA,IT
6026,x11,"tcp, udp",X Window System,IANA,IT
6027,x11,"tcp, udp",X Window System,IANA,IT
6028,x11,"tcp, udp",X Window System,IANA,IT
6029,x11,"tcp, udp",X Window System,IANA,IT
6030,x11,"tcp, udp",X Window System,IANA,IT
6031,x11,"tcp, udp",X Window System,IANA,IT
6032,x11,"tcp, udp",X Window System,IANA,IT
6033,x11,"tcp, udp",X Window System,IANA,IT
6034,x11,"tcp, udp",X Window System,IANA,IT
6035,x11,"tcp, udp",X Window System,IANA,IT
6036,x11,"tcp, udp",X Window System,IANA,IT
6037,x11,"tcp, udp",X Window System,IANA,IT
6038,x11,"tcp, udp",X Window System,IANA,IT
6039,x11,"tcp, udp",X Window System,IANA,IT
6040,x11,"tcp, udp",X Window System,IANA,IT
6041,x11,"tcp, udp",X Window System,IANA,IT
6042,x11,"tcp, udp",X Window System,IANA,IT
6043,x11,"tcp, udp",X Window System,IANA,IT
6044,x11,"tcp, udp",X Window System,IANA,IT
6045,x11,"tcp, udp",X Window System,IANA,IT
6046,x11,"tcp, udp",X Window System,IANA,IT
6047,x11,"tcp, udp",X Window System,IANA,IT
6048,x11,"tcp, udp",X Window System,IANA,IT
6049,x11,"tcp, udp",X Window System,IANA,IT
6050,x11,"tcp, udp",X Window System,IANA,IT
6051,x11,"tcp, udp",X Window System,IANA,IT
6052,x11,"tcp, udp",X Window System,IANA,IT
6053,x11,"tcp, udp",X Window System,IANA,IT
6054,x11,"tcp, udp",X Window System,IANA,IT
6055,x11,"tcp, udp",X Window System,IANA,IT
6056,x11,"tcp, udp",X Window System,IANA,IT
6057,x11,"tcp, udp",X Window System,IANA,IT
6058,x11,"tcp, udp",X Window System,IANA,IT
6059,x11,"tcp, udp",X Window System,IANA,IT
6060,x11,"tcp, udp",X Window System,IANA,IT
6061,x11,"tcp, udp",X Window System,IANA,IT
6062,x11,"tcp, udp",X Window System,IANA,IT
6063,x11,"tcp, udp",X Window System,IANA,IT
6064,ndl-ahp-svc,"tcp, udp",NDL-AHP-SVC,IANA,IT
6065,winpharaoh,"tcp, udp",WinPharaoh,IANA,IT
6066,ewctsp,"tcp, udp",EWCTSP,IANA,IT
6068,gsmp-ancp,"tcp, udp",GSMP/ANCP,IANA,IT
6069,trip,"tcp, udp",TRIP,IANA,IT
6070,messageasap,"tcp, udp",Messageasap,IANA,IT
6071,ssdtp,"tcp, udp",SSDTP,IANA,IT
6072,diagnose-proc,"tcp, udp",DIAGNOSE-PROC,IANA,IT
6073,directplay8,"tcp, udp",DirectPlay8,IANA,IT
6074,max,"tcp, udp",Microsoft Max,IANA,IT
6075,dpm-acm,"tcp, udp",Microsoft DPM Access Control Manager,IANA,IT
6076,msft-dpm-cert,"tcp, udp",Microsoft DPM WCF Certificates,IANA,IT
6077,iconstructsrv,"tcp, udp",iConstruct Server,IANA,IT
6080,gue,"tcp, udp",Generic UDP Encapsulation,IANA,IT
6081,geneve,"tcp, udp",Generic Network Virtualization Encapsulation (Geneve),IANA,IT
6082,p25cai,"tcp, udp",APCO Project 25 Common Air Interface - UDP encapsulation,IANA,IT
6083,miami-bcast,"tcp, udp",telecomsoftware miami broadcast,IANA,IT
6084,reload-config,"tcp, udp",Peer to Peer Infrastructure Configuration,IANA,IT
6085,konspire2b,"tcp, udp",konspire2b p2p network,IANA,IT
6086,pdtp,"tcp, udp",PDTP P2P,IANA,IT
6087,ldss,"tcp, udp",Local Download Sharing Service,IANA,IT
6088,"doglms-notify, doglms","tcp, udp","SuperDog License Manager, SuperDog License Manager Notifier",IANA,IT
6099,raxa-mgmt,"tcp, udp",RAXA Management,IANA,IT
6100,synchronet-db,"tcp, udp",SynchroNet-db,IANA,IT
6101,synchronet-rtc,"tcp, udp",SynchroNet-rtc,IANA,IT
6102,synchronet-upd,"tcp, udp",SynchroNet-upd,IANA,IT
6103,rets,"tcp, udp",RETS,IANA,IT
6104,dbdb,"tcp, udp",DBDB,IANA,IT
6105,primaserver,"tcp, udp",Prima Server,IANA,IT
6106,mpsserver,"tcp, udp",MPS Server,IANA,IT
6107,etc-control,"tcp, udp",ETC Control,IANA,IT
6108,sercomm-scadmin,"tcp, udp",Sercomm-SCAdmin,IANA,IT
6109,globecast-id,"tcp, udp",GLOBECAST-ID,IANA,IT
6110,softcm,"tcp, udp",HP SoftBench CM,IANA,IT
6111,spc,"tcp, udp",HP SoftBench Sub-Process Control,IANA,IT
6112,dtspcd,"tcp, udp",Desk-Top Sub-Process Control Daemon,IANA,IT
6113,dayliteserver,"tcp, udp",Daylite Server,IANA,IT
6114,wrspice,"tcp, udp",WRspice IPC Service,IANA,IT
6115,xic,"tcp, udp",Xic IPC Service,IANA,IT
6116,xtlserv,"tcp, udp",XicTools License Manager Service,IANA,IT
6117,daylitetouch,"tcp, udp",Daylite Touch Sync,IANA,IT
6118,tipc,"tcp, udp",Transparent Inter Process Communication,IANA,IT
6121,spdy,"tcp, udp",SPDY for a faster web,IANA,IT
6122,bex-webadmin,"tcp, udp",Backup Express Web Server,IANA,IT
6123,backup-express,"tcp, udp",Backup Express,IANA,IT
6124,pnbs,"tcp, udp",Phlexible Network Backup Service,IANA,IT
6130,damewaremobgtwy,"tcp, udp",The DameWare Mobile Gateway Service,IANA,IT
6133,nbt-wol,"tcp, udp",New Boundary Tech WOL,IANA,IT
6140,pulsonixnls,"tcp, udp",Pulsonix Network License Service,IANA,IT
6141,meta-corp,"tcp, udp",Meta Corporation License Manager,IANA,IT
6142,aspentec-lm,"tcp, udp",Aspen Technology License Manager,IANA,IT
6143,watershed-lm,"tcp, udp",Watershed License Manager,IANA,IT
6144,statsci1-lm,"tcp, udp",StatSci License Manager - 1,IANA,IT
6145,statsci2-lm,"tcp, udp",StatSci License Manager - 2,IANA,IT
6146,lonewolf-lm,"tcp, udp",Lone Wolf Systems License Manager,IANA,IT
6147,montage-lm,"tcp, udp",Montage License Manager,IANA,IT
6149,tal-pod,"tcp, udp",tal-pod,IANA,IT
6159,efb-aci,"tcp, udp",EFB Application Control Interface,IANA,IT
6160,"ecmp-data, ecmp","tcp, udp","Emerson Extensible Control and Management Protocol Data, Emerson Extensible Control and Management Protocol",IANA,IT
6161,patrol-ism,"tcp, udp",PATROL Internet Srv Mgr,IANA,IT
6162,patrol-coll,"tcp, udp",PATROL Collector,IANA,IT
6163,pscribe,"tcp, udp",Precision Scribe Cnx Port,IANA,IT
6200,lm-x,"tcp, udp",LM-X License Manager by X-Formation,IANA,IT
6201,thermo-calc,"tcp, udp",Management of service nodes in a processing grid for thermodynamic calculations,IANA,IT
6209,qmtps,"tcp, udp",QMTP over TLS,IANA,IT
6222,radmind,"tcp, udp",Radmind Access Protocol,IANA,IT
6241,"jeol-nsdtp-1, jeol-nsddp-1","tcp, udp","JEOL Network Services Dynamic Discovery Protocol 1, JEOL Network Services Data Transport Protocol 1",IANA,IT
6242,"jeol-nsdtp-2, jeol-nsddp-2","tcp, udp","JEOL Network Services Data Transport Protocol 2, JEOL Network Services Dynamic Discovery Protocol 2",IANA,IT
6243,"jeol-nsddp-3, jeol-nsdtp-3","tcp, udp","JEOL Network Services Data Transport Protocol 3, JEOL Network Services Dynamic Discovery Protocol 3",IANA,IT
6244,"jeol-nsddp-4, jeol-nsdtp-4","tcp, udp","JEOL Network Services Data Transport Protocol 4, JEOL Network Services Dynamic Discovery Protocol 4",IANA,IT
6251,tl1-raw-ssl,"tcp, udp",TL1 Raw Over SSL/TLS,IANA,IT
6252,tl1-ssh,"tcp, udp",TL1 over SSH,IANA,IT
6253,crip,"tcp, udp",CRIP,IANA,IT
6267,gld,"tcp, udp",GridLAB-D User Interface,IANA,IT
6268,grid,"tcp, udp",Grid Authentication,IANA,IT
6269,grid-alt,"tcp, udp",Grid Authentication Alt,IANA,IT
6300,bmc-grx,"tcp, udp",BMC GRX,IANA,IT
6301,"bmc_ctd_ldap, bmc-ctd-ldap","tcp, udp","BMC CONTROL-D LDAP SERVER, BMC CONTROL-D LDAP SERVER
IANA assigned this well-formed service name as a replacement for ""bmc_ctd_ldap"".",IANA,IT
6306,ufmp,"tcp, udp",Unified Fabric Management Protocol,IANA,IT
6315,"scup, scup-disc","tcp, udp","Sensor Control Unit Protocol, Sensor Control Unit Protocol Discovery Protocol",IANA,IT
6316,abb-escp,"tcp, udp",Ethernet Sensor Communications Protocol,IANA,IT
6317,"nav-data-cmd, nav-data","tcp, udp","Navtech Radar Sensor Data, Navtech Radar Sensor Data Command",IANA,IT
6318,iona-data,"tcp, udp",IONA Measurement and control data,IANA,IT
6320,repsvc,"tcp, udp",Double-Take Replication Service,IANA,IT
6321,emp-server1,"tcp, udp",Empress Software Connectivity Server 1,IANA,IT
6322,emp-server2,"tcp, udp",Empress Software Connectivity Server 2,IANA,IT
6324,"hrd-ns-disc, hrd-ncs","tcp, udp","HR Device Network service, HR Device Network Configuration Service",IANA,IT
6325,dt-mgmtsvc,"tcp, udp",Double-Take Management Service,IANA,IT
6326,dt-vra,"tcp, udp",Double-Take Virtual Recovery Assistant,IANA,IT
6343,sflow,"tcp, udp",sFlow traffic monitoring,IANA,IT
6344,streletz,"tcp, udp",Argus-Spectr security and fire-prevention systems service,IANA,IT
6346,gnutella-svc,"tcp, udp",gnutella-svc,IANA,IT
6347,gnutella-rtr,"tcp, udp",gnutella-rtr,IANA,IT
6350,adap,"tcp, udp",App Discovery and Access Protocol,IANA,IT
6355,pmcs,"tcp, udp",PMCS applications,IANA,IT
6360,metaedit-mu,"tcp, udp",MetaEdit+ Multi-User,IANA,IT
6363,ndn,"tcp, udp",Named Data Networking,IANA,IT
6370,metaedit-se,"tcp, udp",MetaEdit+ Server Administration,IANA,IT
6379,redis,"tcp, udp",An advanced key-value cache and store,IANA,IT
6382,metatude-mds,"tcp, udp",Metatude Dialogue Server,IANA,IT
6389,clariion-evr01,"tcp, udp",clariion-evr01,IANA,IT
6390,metaedit-ws,"tcp, udp",MetaEdit+ WebService API,IANA,IT
6400,boe-cms,,Business Objects CMS contact port,IANA,IT
6401,boe-was,,boe-was,IANA,IT
6402,boe-eventsrv,,boe-eventsrv,IANA,IT
6403,boe-cachesvr,,boe-cachesvr,IANA,IT
6404,boe-filesvr,,Business Objects Enterprise internal server,IANA,IT
6405,boe-pagesvr,,Business Objects Enterprise internal server,IANA,IT
6406,boe-processsvr,,Business Objects Enterprise internal server,IANA,IT
6407,boe-resssvr1,,Business Objects Enterprise internal server,IANA,IT
6408,boe-resssvr2,,Business Objects Enterprise internal server,IANA,IT
6409,boe-resssvr3,,Business Objects Enterprise internal server,IANA,IT
6410,boe-resssvr4,,Business Objects Enterprise internal server,IANA,IT
6417,faxcomservice,"tcp, udp",Faxcom Message Service,IANA,IT
6418,syserverremote,"tcp, udp",SYserver remote commands,IANA,IT
6419,"svdrp-disc, svdrp","tcp, udp","Simple VDR Protocol, Simple VDR Protocol Discovery",IANA,IT
6420,nim-vdrshell,"tcp, udp",NIM_VDRShell,IANA,IT
6421,nim-wan,"tcp, udp",NIM_WAN,IANA,IT
6432,pgbouncer,"tcp, udp",PgBouncer,IANA,IT
6440,heliosd,"tcp, udp",heliosd daemon,IANA,IT
6442,tarp,"tcp, udp",Transitory Application Request Protocol,IANA,IT
6443,sun-sr-https,"tcp, udp",Service Registry Default HTTPS Domain,IANA,IT
6444,"sge_qmaster, sge-qmaster","tcp, udp","Grid Engine Qmaster Service, Grid Engine Qmaster Service
IANA assigned this well-formed service name as a replacement for ""sge_qmaster"".",IANA,IT
6445,"sge_execd, sge-execd","tcp, udp","Grid Engine Execution Service
IANA assigned this well-formed service name as a replacement for ""sge_execd""., Grid Engine Execution Service",IANA,IT
6446,mysql-proxy,"tcp, udp",MySQL Proxy,IANA,IT
6455,skip-cert-recv,"tcp, udp",SKIP Certificate Receive,IANA,IT
6456,skip-cert-send,"tcp, udp",SKIP Certificate Send,IANA,IT
6464,ieee11073-20701,"tcp, udp",Port assignment for medical device communication in accordance to IEEE 11073-20701,IANA,IT
6471,lvision-lm,"tcp, udp",LVision License Manager,IANA,IT
6480,sun-sr-http,"tcp, udp",Service Registry Default HTTP Domain,IANA,IT
6481,servicetags,"tcp, udp",Service Tags,IANA,IT
6482,ldoms-mgmt,"tcp, udp",Logical Domains Management Interface,IANA,IT
6483,SunVTS-RMI,"tcp, udp",SunVTS RMI,IANA,IT
6484,sun-sr-jms,"tcp, udp",Service Registry Default JMS Domain,IANA,IT
6485,sun-sr-iiop,"tcp, udp",Service Registry Default IIOP Domain,IANA,IT
6486,sun-sr-iiops,"tcp, udp",Service Registry Default IIOPS Domain,IANA,IT
6487,sun-sr-iiop-aut,"tcp, udp",Service Registry Default IIOPAuth Domain,IANA,IT
6488,sun-sr-jmx,"tcp, udp",Service Registry Default JMX Domain,IANA,IT
6489,sun-sr-admin,"tcp, udp",Service Registry Default Admin Domain,IANA,IT
6500,boks,"tcp, udp",BoKS Master,IANA,IT
6501,"boks_servc, boks-servc","tcp, udp","BoKS Servc, BoKS Servc
IANA assigned this well-formed service name as a replacement for ""boks_servc"".",IANA,IT
6502,"boks_servm, boks-servm","tcp, udp","BoKS Servm, BoKS Servm
IANA assigned this well-formed service name as a replacement for ""boks_servm"".",IANA,IT
6503,"boks_clntd, boks-clntd","tcp, udp","BoKS Clntd, BoKS Clntd
IANA assigned this well-formed service name as a replacement for ""boks_clntd"".",IANA,IT
6505,"badm_priv, badm-priv","tcp, udp","BoKS Admin Private Port, BoKS Admin Private Port
IANA assigned this well-formed service name as a replacement for ""badm_priv"".",IANA,IT
6506,"badm_pub, badm-pub","tcp, udp","BoKS Admin Public Port
IANA assigned this well-formed service name as a replacement for ""badm_pub""., BoKS Admin Public Port",IANA,IT
6507,"bdir_priv, bdir-priv","tcp, udp","Private Port
IANA assigned this well-formed service name as a replacement for ""bdir_priv""., Private Port, BoKS Dir Server",IANA,IT
6508,"bdir-pub, bdir_pub","tcp, udp","Public Port, Public Port
IANA assigned this well-formed service name as a replacement for ""bdir_pub""., BoKS Dir Server",IANA,IT
6509,mgcs-mfp-port,"tcp, udp",MGCS-MFP Port,IANA,IT
6510,mcer-port,"tcp, udp",MCER Port,IANA,IT
6511,dccp-udp,"tcp, udp",Datagram Congestion Control Protocol Encapsulation for NAT Traversal,IANA,IT
6513,netconf-tls,"tcp, udp",NETCONF over TLS,IANA,IT
6514,syslog-tls,"tcp, dccp, udp","Syslog over TLS, syslog over DTLS",IANA,IT
6515,elipse-rec,"tcp, udp",Elipse RPC Protocol,IANA,IT
6543,lds-distrib,"tcp, udp",lds_distrib,IANA,IT
6544,lds-dump,"tcp, udp",LDS Dump Service,IANA,IT
6547,apc-6547,"tcp, udp",APC 6547,IANA,IT
6548,apc-6548,"tcp, udp",APC 6548,IANA,IT
6549,apc-6549,"tcp, udp",APC 6549,IANA,IT
6550,fg-sysupdate,"tcp, udp",fg-sysupdate,IANA,IT
6551,sum,"tcp, udp",Software Update Manager,IANA,IT
6556,checkmk-agent,"tcp, udp",Checkmk Monitoring Agent,IANA,IT
6558,xdsxdm,"tcp, udp",,IANA,IT
6566,sane-port,"tcp, udp",SANE Control Port,IANA,IT
6568,"canit_store, rp-reputation, canit-store","tcp, udp","CanIt Storage Manager, Roaring Penguin IP Address Reputation Collection, CanIt Storage Manager
IANA assigned this well-formed service name as a replacement for ""canit_store"".",IANA,IT
6579,affiliate,"tcp, udp",Affiliate,IANA,IT
6580,parsec-master,"tcp, udp",Parsec Masterserver,IANA,IT
6581,parsec-peer,"tcp, udp",Parsec Peer-to-Peer,IANA,IT
6582,parsec-game,"tcp, udp",Parsec Gameserver,IANA,IT
6583,joaJewelSuite,"tcp, udp",JOA Jewel Suite,IANA,IT
6600,mshvlm,"tcp, udp",Microsoft Hyper-V Live Migration,IANA,IT
6601,mstmg-sstp,"tcp, udp",Microsoft Threat Management Gateway SSTP,IANA,IT
6602,wsscomfrmwk,"tcp, udp",Windows WSS Communication Framework,IANA,IT
6619,odette-ftps,"tcp, udp",ODETTE-FTP over TLS/SSL,IANA,IT
6620,kftp-data,"tcp, udp",Kerberos V5 FTP Data,IANA,IT
6621,kftp,"tcp, udp",Kerberos V5 FTP Control,IANA,IT
6622,mcftp,"tcp, udp",Multicast FTP,IANA,IT
6623,ktelnet,"tcp, udp",Kerberos V5 Telnet,IANA,IT
6624,datascaler-db,"tcp, udp",DataScaler database,IANA,IT
6625,datascaler-ctl,"tcp, udp",DataScaler control,IANA,IT
6626,wago-service,"tcp, udp",WAGO Service and Update,IANA,IT
6627,nexgen,"tcp, udp",Allied Electronics NeXGen,IANA,IT
6628,afesc-mc,"tcp, udp",AFE Stock Channel M/C,IANA,IT
6629,nexgen-aux,"tcp, udp","(non ANDI) multi-protocol multi-function interface to
      the Allied ANDI-based family of forecourt controllers, Secondary, (non ANDI) multi-protocol multi-function interface to
    the Allied ANDI-based family of forecourt controllers",IANA,IT
6632,mxodbc-connect,"tcp, udp",eGenix mxODBC Connect,IANA,IT
6633,cisco-vpath-tun,"tcp, udp",Cisco vPath Services Overlay,IANA,IT
6634,mpls-pm,"tcp, udp",MPLS Performance Measurement out-of-band response,IANA,IT
6635,mpls-udp,"tcp, udp",Encapsulate MPLS packets in UDP tunnels.,IANA,IT
6636,mpls-udp-dtls,"tcp, udp",Encapsulate MPLS packets in UDP tunnels with DTLS.,IANA,IT
6640,ovsdb,"tcp, udp",Open vSwitch Database protocol,IANA,IT
6653,openflow,"tcp, udp",OpenFlow,IANA,IT
6655,pcs-sf-ui-man,"tcp, udp",PC SOFT - Software factory UI/manager,IANA,IT
6656,emgmsg,"tcp, udp",Emergency Message Control Service,IANA,IT
6657,palcom-disc,"tcp, udp",PalCom Discovery,IANA,IT
6658,,,Unassigned,IANA,IT
6659,,,Unassigned,IANA,IT
6660,,,Unassigned,IANA,IT
6661,,,Unassigned,IANA,IT
6662,,,Unassigned,IANA,IT
6663,,,Unassigned,IANA,IT
6664,,,Unassigned,IANA,IT
6665,ircu,"tcp, udp",IRCU,IANA,IT
6666,ircu,"tcp, udp",IRCU,IANA,IT
6667,ircu,"tcp, udp",IRCU,IANA,IT
6668,ircu,"tcp, udp",IRCU,IANA,IT
6669,ircu,"tcp, udp",IRCU,IANA,IT
6670,vocaltec-gold,"tcp, udp",Vocaltec Global Online Directory,IANA,IT
6671,p4p-portal,"tcp, udp",P4P Portal Service,IANA,IT
6672,"vision-server, vision_server","tcp, udp","vision_server
IANA assigned this well-formed service name as a replacement for ""vision_server""., vision_server",IANA,IT
6673,"vision-elmd, vision_elmd","tcp, udp","vision_elmd
IANA assigned this well-formed service name as a replacement for ""vision_elmd""., vision_elmd",IANA,IT
6678,"vfbp-disc, vfbp","tcp, udp","Viscount Freedom Bridge Discovery, Viscount Freedom Bridge Protocol",IANA,IT
6679,osaut,"tcp, udp",Osorno Automation,IANA,IT
6687,clever-ctrace,"tcp, udp",CleverView for cTrace Message Service,IANA,IT
6688,clever-tcpip,"tcp, udp",CleverView for TCP/IP Message Service,IANA,IT
6689,tsa,"tcp, udp",Tofino Security Appliance,IANA,IT
6690,cleverdetect,"tcp, udp",CLEVERDetect Message Service,IANA,IT
6696,babel,"tcp, udp",Babel Routing Protocol,IANA,IT
6697,ircs-u,"tcp, udp",Internet Relay Chat via TLS/SSL,IANA,IT
6699,babel-dtls,"tcp, udp",Babel Routing Protocol over DTLS,IANA,IT
6701,"nan, kti-icad-srvr","sctp, tcp, udp","KTI/ICAD Nameserver, Unassigned",IANA,IT
6702,e-design-net,"sctp, tcp, udp",e-Design network,IANA,IT
6703,e-design-web,"tcp, udp",e-Design web,IANA,IT
6704,"frc-hp, nan","tcp, sctp, udp","Reserved, ForCES HP (High Priority) channel",IANA,IT
6705,frc-mp,"tcp, sctp, udp",ForCES MP (Medium Priority) channel,IANA,IT
6706,frc-lp,"tcp, sctp, udp",ForCES LP (Low priority) channel,IANA,IT
6714,ibprotocol,"tcp, udp",Internet Backplane Protocol,IANA,IT
6715,fibotrader-com,"tcp, udp",Fibotrader Communications,IANA,IT
6716,princity-agent,"tcp, udp",Princity Agent,IANA,IT
6767,bmc-perf-agent,"tcp, udp",BMC PERFORM AGENT,IANA,IT
6768,bmc-perf-mgrd,"tcp, udp",BMC PERFORM MGRD,IANA,IT
6769,adi-gxp-srvprt,"tcp, udp",ADInstruments GxP Server,IANA,IT
6770,plysrv-http,"tcp, udp",PolyServe http,IANA,IT
6771,plysrv-https,"tcp, udp",PolyServe https,IANA,IT
6777,ntz-tracker,"tcp, udp",netTsunami Tracker,IANA,IT
6778,ntz-p2p-storage,"tcp, udp",netTsunami p2p storage system,IANA,IT
6784,bfd-lag,"tcp, udp",Bidirectional Forwarding Detection (BFD) on Link Aggregation Group (LAG) Interfaces,IANA,IT
6785,dgpf-exchg,"tcp, udp",DGPF Individual Exchange,IANA,IT
6786,smc-jmx,"tcp, udp",Sun Java Web Console JMX,IANA,IT
6787,smc-admin,"tcp, udp",Sun Web Console Admin,IANA,IT
6788,smc-http,"tcp, udp",SMC-HTTP,IANA,IT
6789,radg,"tcp, udp",GSS-API for the Oracle Remote Administration Daemon,IANA,IT
6790,hnmp,"tcp, udp",HNMP,IANA,IT
6791,hnm,"tcp, udp",Halcyon Network Manager,IANA,IT
6801,acnet,"tcp, udp",ACNET Control System Protocol,IANA,IT
6817,pentbox-sim,"tcp, udp",PenTBox Secure IM Protocol,IANA,IT
6831,ambit-lm,"tcp, udp",ambit-lm,IANA,IT
6841,netmo-default,"tcp, udp",Netmo Default,IANA,IT
6842,netmo-http,"tcp, udp",Netmo HTTP,IANA,IT
6850,iccrushmore,"tcp, udp",ICCRUSHMORE,IANA,IT
